title,salary,location,employer,employer_rating,summary,search_city,search_role
Senior Data Scientist,,Manchester•Remote,Sensor Tower,,"Data Scientists at Sensor Tower are hybrid data scientists and software engineers.
Substantial experience with databases, querying data, and data structure…",Manchester,data scientist
Technology Principal - Data And Analytics,,Manchester,Version 1,4.1,"Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…",Manchester,data scientist
Senior Data Scientist,,Altrincham WA14,Informed Solutions,4.6,"A strong commercial data science background building and operating models in real business contexts.
Critically, a passion to do amazing things with data…",Manchester,data scientist
Head Of Analytics- Contract,,Manchester M3,Wejo,3.4,"Working with data science and data engineering to automate key insights and integrate with production.
Proactive identification of live or emerging data issues…",Manchester,data scientist
Head Of Analytics,,Manchester M3,Wejo,3.4,"Working with data science and data engineering to automate key insights and integrate with production.
Proactive identification of live or emerging data issues…",Manchester,data scientist
Lecturer / Senior Lecturer In Data Science,"£53,348 - £69,557 a year",Manchester M13 9PL,The University of Manchester,4.2,"Alliance Manchester Business School is seeking a Lecturer or Senior Lecturer in Data Science.
Phase 2 will build a similarly innovative interdisciplinary BSc…",Manchester,data scientist
Motor Analytics Leader,"£55,000 - £65,000 a year",Manchester•Remote,RSA,3.8,"Specifying, building and operating mathematical/statistical models and systems using internal and external data sources to predict future trends and outcomes.",Manchester,data scientist
,,Manchester M1,Peak AI,,"Learn how to build models that deliver on commercial needs, troubleshoot problems and exchange ideas with data scientists from a range of backgrounds.",Manchester,data scientist
,,Bury BL9 8RR,JD,3.1,"Provide thought leadership in data science techniques within a big data environment and applying cutting-edge data mining techniques,.",Manchester,data scientist
Principal Data Scientist,,Greater Manchester,Raytheon Intelligence & Space,,"The team includes post-doctorate researchers, experienced data scientists and engineers with customer knowledge, security research and machine learning…",Manchester,data scientist
Data Science Manager,,Manchester,THG,3.6,"Marketing data such as ROAS, CPC, Impressions & cost data.
A real passion for all things data, with the drive and ambition to champion the use of data across…",Manchester,data scientist
,"£65,000 - £80,000 a year",Manchester,Harnham,4.6,"Experience working with personalisation and working with large customer data sets.
This company has hugely successful marketing campaigns and access to a huge…",Manchester,data scientist
Machine Learning Engineer,,Manchester,Brambles Group,3.4,"Greenfield development, massive data sets with untapped potential.
Job Type: Regular Full-Time.
Have an opportunity to make a significant impact on our business…",Manchester,data scientist
Timetabling Officer & Data Analyst,,Calderdale,Ryburn Valley High School,3.8,Working with the Senior Leadership Team you will be responsible for the management of data and the management information system.,Manchester,data analyst
,,Manchester,Gazprom Marketing & Trading Ltd,3.4,"Utilise data analytics to identify areas of gross margin generation.
Perform trade entry whilst maintaining a high standard of data accuracy.",Manchester,data analyst
Data Analyst,,Manchester M2,Wejo,3.4,"Proven working experience as a data analyst for at least 3 years.
Cleansing the data received to identify and investigate and erroneous data collection.",Manchester,data analyst
Business Data Analyst,,Chorley•Temporarily Remote,TVS Supply Chain Solutions,3.0,The data analyst and modelling will be of a quality that will support the production of solutions that add value to potential customers.,Manchester,data analyst
Business Analyst (Ref: Pr2052),"£50,000 a year",Manchester•Remote,Projentum,,You will be an experienced business analyst with an in-depth understanding of business and process analysis and previous exposure to both Agile and Waterfall…,Manchester,data analyst
Transaction & Pricing Oversight Analyst,"£27,000 a year",Manchester,NatWest Markets,3.8,"Assisting in providing in-depth analysis of alerts, including the use of market data, source system data.
This is an excellent entry level opportunity to hone…",Manchester,data analyst
Business Change Analyst (Ref: Pr2033),"£50,000 a year",Manchester,Projentum,,My client is in the early stages of an exciting transformational journey and they wish to engage a high calibre BA who can play a key role in the delivery…,Manchester,data analyst
,"£24,000 a year",Blackburn BB1 2FA,Euro Garages,2.1,"Maximising business potential by converting large amounts of data into valuable insight.
Our rapidly expanding Fuel Pricing / Analytics team is looking for a…",Manchester,data analyst
Quality Assurance Analyst,"£33,000 a year",Manchester,First Central,4.4,"Produce data and metrics, to provide visibility to track and evidence savings on a monthly basis.
Providing assurance so all policies and procedures are being…",Manchester,data analyst
Junior Data Analyst,"£23,000 - £26,000 a year",Manchester•Temporarily Remote,Agility Resourcing,,"Ability to investigate data, find trends, forecast performance and provide insightful recommendations.
Your day to day will consist of……*.",Manchester,data analyst
Bi Analyst,"From £28,000 a year",Warrington WA3 6BA,Kleen - Tex Industries Ltd,,"Experience in large datasets; data manipulation; data modelling, analysing and visualising data.
Direct experience of working with an ERP system with skills in…",Manchester,data analyst
Graduate Business Intelligence Consultant,,Manchester•Remote,FDM Group,2.9,As an FDM Business Intelligence Analyst you will use your investigative and problem-solving skills to analyse data and uncover trends that deliver actionable…,Manchester,data analyst
Business Analyst - Flights,,Manchester•Temporarily Remote,On the Beach,3.5,"These are normally in the format of user stories but can also include business and data flow diagrams.
Candidates will also be considered from other adjacent…",Manchester,data analyst
Graduate Data Analyst,,Manchester,Tagged Resources,,"Undertake analysis to identify anomalies within data and work to maintain data quality.
Effectively evaluate and analyse data to support the business.",Manchester,data analyst
Risk Control / Process Improvement Business Analyst - Superb...,£500 - £600 a day,Manchester•Temporarily Remote,Pink Worm Recruitment,,"Risk Control / Process Improvement Business Change Analyst - Contract*.
As the Business Change Analyst you will be responsible for working across multiple areas…",Manchester,data analyst
"Assistant Manager/Manager, M&A Analytics, Transaction Servic...",,Manchester,Deloitte,4.0,"Manipulate large data sets to provide compelling, value add outputs.
Ability to ETL client data to facilitate analysis / visualization.",Manchester,data scientist
"Consultancy, Data Science","£22,000 - £28,000 a year",Manchester,Michael Page UK,3.5,"Use data to analyse how client's projects can be improved.
A strong ability to analyse data and provide written and oral communications.",Manchester,data scientist
Machine Learning Engineer,,Manchester•Remote,Mindtrace.ai,,"Effective communicator of complex data and methods to experts.
As a Machine Learning Engineer, you will be responsible for the design, development, training and…",Manchester,data scientist
Ai Assurance Tester - Naimuri,,Manchester•Remote,QinetiQ,3.7,"Data validation: ensuring that the data used to training models is not skewed.
Comparing models on the same data for performance, bias, etc.",Manchester,data scientist
"Senior Consultant, Senior Artificial Intelligence Engineer,...",,Manchester,Deloitte,4.0,The role sits within Deloitte’s Data & Analytics Modernisation’s Machine Learning & Data Engineering team which is a group of data scientists and hybrid AI…,Manchester,data scientist
